OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,StoreCode
6001,13852,930,2026-01-07,5,4635.24,STORE_017
6002,12097,291,2026-01-07,2,2622.43,STORE_023
6003,14517,530,2026-01-07,4,8373.08,STORE_025
6004,11789,32,2026-01-07,3,1621.77,STORE_012
6005,10300,817,2026-01-07,3,9412.93,STORE_002
6006,13782,278,2026-01-07,3,6175.05,STORE_022
6007,11629,574,2026-01-07,3,8657.34,STORE_002
6008,10233,7,2026-01-07,2,9680.18,STORE_003
6009,12391,119,2026-01-07,2,9604.4,STORE_023
6010,14371,112,2026-01-07,1,7644.46,STORE_024
6011,11973,116,2026-01-07,1,1664.9,STORE_009
6012,12839,480,2026-01-07,3,5739.46,STORE_004
6013,11394,292,2026-01-07,5,7417.85,STORE_016
6014,14452,64,2026-01-07,2,1317.13,STORE_001
6015,11615,819,2026-01-07,3,5124.15,STORE_004
6016,10183,714,2026-01-07,1,8213.96,STORE_022
6017,10958,171,2026-01-07,2,691.15,STORE_001
6018,13949,389,2026-01-07,2,7918.61,STORE_011
6019,14209,336,2026-01-07,4,1929.96,STORE_021
6020,10066,176,2026-01-07,4,9025.46,STORE_020
6021,12875,135,2026-01-07,5,876.49,STORE_008
6022,11008,521,2026-01-07,5,778.71,STORE_023
6023,10793,232,2026-01-07,3,5599.48,STORE_003
6024,10556,187,2026-01-07,4,6259.46,STORE_019
6025,11324,298,2026-01-07,3,4406.35,STORE_023
6026,10096,593,2026-01-07,1,5728.46,STORE_003
6027,14684,512,2026-01-07,1,7370.97,STORE_015
6028,13196,680,2026-01-07,4,1385.35,STORE_023
6029,13261,225,2026-01-07,1,5857.59,STORE_002
6030,12213,811,2026-01-07,5,3690.47,STORE_004
6031,12924,135,2026-01-07,3,7201.42,STORE_007
6032,14620,302,2026-01-07,3,4432.85,STORE_010
6033,13398,298,2026-01-07,3,8038.87,STORE_012
6034,11507,690,2026-01-07,1,5643.76,STORE_005
6035,13286,787,2026-01-07,2,5635.93,STORE_024
6036,10734,719,2026-01-07,2,6910.17,STORE_006
6037,14661,902,2026-01-07,3,4893.78,STORE_013
6038,12137,372,2026-01-07,1,6808.78,STORE_010
6039,11745,341,2026-01-07,4,4761.76,STORE_018
6040,14688,616,2026-01-07,4,6685.78,STORE_005
6041,11768,331,2026-01-07,4,9817.06,STORE_011
6042,12636,622,2026-01-07,4,6389.88,STORE_015
6043,11046,904,2026-01-07,5,548.39,STORE_022
6044,11244,505,2026-01-07,5,5418.92,STORE_009
6045,11478,261,2026-01-07,5,9086.69,STORE_002
6046,10945,814,2026-01-07,4,9964.7,STORE_012
6047,14679,182,2026-01-07,3,9874.19,STORE_005
6048,10306,14,2026-01-07,2,4864.46,STORE_016
6049,13894,674,2026-01-07,2,9378.44,STORE_015
6050,12680,795,2026-01-07,2,7791.03,STORE_020
6051,11110,161,2026-01-07,5,3439.5,STORE_005
6052,14098,142,2026-01-07,4,151.6,STORE_002
6053,13410,15,2026-01-07,1,4846.79,STORE_021
6054,13524,550,2026-01-07,2,4671.8,STORE_006
6055,15000,571,2026-01-07,5,8071.31,STORE_001
6056,12123,267,2026-01-07,1,6277.17,STORE_006
6057,10080,203,2026-01-07,2,3906.33,STORE_014
