OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,StoreCode
102716,181,68,2024-06-11,1,215.13,ST015
102671,49,107,2024-06-11,6,188.89,ST005
102756,340,153,2024-06-11,4,1449.79,ST002
102658,458,166,2024-06-11,4,1311.18,ST011
102605,414,97,2024-06-11,3,1204.87,ST011
102715,244,170,2024-06-11,5,1033.97,ST008
102592,364,33,2024-06-11,5,500.36,ST002
102656,288,72,2024-06-11,6,1370.36,ST010
102781,221,91,2024-06-11,6,200.33,ST014
102616,456,81,2024-06-11,6,1311.96,ST015
102788,17,122,2024-06-11,3,227.45,ST004
102726,26,166,2024-06-11,2,39.91,ST002
102627,112,8,2024-06-11,3,913.82,ST003
102641,103,146,2024-06-11,3,687.07,ST006
102687,88,36,2024-06-11,5,1375.37,ST008
102651,5,82,2024-06-11,6,1019.61,ST001
102768,484,71,2024-06-11,3,856.22,ST004
102650,75,200,2024-06-11,3,1004.52,ST002
102771,408,117,2024-06-11,5,595.73,ST013
102733,254,53,2024-06-11,2,474.38,ST013
102624,16,138,2024-06-11,1,619.48,ST009
102620,500,88,2024-06-11,3,201.58,ST008
102755,364,86,2024-06-11,5,409.02,ST013
102782,1,13,2024-06-11,3,1186.81,ST003
102642,460,162,2024-06-11,1,556.73,ST008
102663,232,44,2024-06-11,5,803.28,ST006
102685,169,177,2024-06-11,5,1234.52,ST013
102766,136,174,2024-06-11,3,1321.07,ST015
102679,166,177,2024-06-11,6,1011.09,ST007
102754,235,4,2024-06-11,3,516.96,ST005
102758,328,6,2024-06-11,2,524.18,ST007
102696,43,91,2024-06-11,5,254.46,ST014
102614,38,125,2024-06-11,6,521.11,ST002
102612,433,93,2024-06-11,2,927.51,ST007
102680,116,44,2024-06-11,1,416.69,ST004
102623,475,32,2024-06-11,2,635.63,ST010
102608,297,27,2024-06-11,1,443.77,ST008
102607,74,161,2024-06-11,1,771.44,ST011
102701,420,99,2024-06-11,2,235.92,ST008
102695,136,197,2024-06-11,3,564.96,ST012
102769,22,149,2024-06-11,5,932.89,ST012
102700,7,172,2024-06-11,2,522.09,ST008
102637,85,53,2024-06-11,6,907.67,ST008
102795,70,107,2024-06-11,-5,432.25,ST004
102759,439,57,2024-06-11,6,872.8,ST003
102721,26,167,2024-06-11,4,579.39,ST012
102690,436,106,2024-06-11,6,875.39,ST008
102750,49,26,2024-06-11,3,456.99,ST013
102718,109,39,2024-06-11,4,46.17,ST009
102708,528,159,2024-06-11,5,470.27,ST004
102662,141,108,2024-06-11,1,104.33,ST002
102601,233,163,2024-06-11,6,332.51,ST013
102632,240,191,2024-06-11,4,7.34,ST007
102673,41,143,2024-06-11,3,518.04,ST008
102606,27,71,2024-06-11,1,860.21,ST015
102619,324,156,2024-06-11,1,1489.26,ST002
102668,496,104,2024-06-11,1,731.57,ST015
102789,416,174,2024-06-11,6,696.7,ST007
102744,348,195,2024-06-11,1,235.45,ST010
102586,221,62,2024-06-11,5,545.97,ST007
102585,163,86,2024-06-11,2,385.32,ST010
102779,112,73,2024-06-11,5,802.41,ST002
102628,113,22,2024-06-11,6,467.51,ST012
102682,479,177,2024-06-11,1,1184.53,ST005
102711,158,148,2024-06-11,6,550.07,ST002
